0.000000000000000000e+00 1.475223759459980188e+00 5.106054573942531150e-01
1.750875437718859340e+00 1.598798875273219622e+00 5.639086287074941417e-01
3.501750875437718680e+00 1.724702327006401248e+00 6.207072518808228745e-01
5.252626313156578242e+00 1.851940596436170816e+00 6.810621121602691286e-01
7.003501750875437359e+00 1.979437874440388212e+00 7.450402494823968880e-01
8.754377188594297365e+00 2.106052716251808565e+00 8.127202679483834791e-01
1.050525262631315648e+01 2.230597526484852988e+00 8.841978865006513422e-01
1.225612806403201560e+01 2.351860469952820054e+00 9.595914645345863248e-01
1.400700350175087472e+01 2.468629290503787654e+00 1.039047199034729863e+00
1.575787893946973384e+01 2.579716419510734937e+00 1.122743664766357119e+00
1.750875437718859473e+01 2.683984673638416751e+00 1.210895359490679279e+00
1.925962981490745207e+01 2.780372782885728977e+00 1.303754925100653050e+00
2.101050525262631297e+01 2.867919958608396769e+00 1.401613745322925375e+00
2.276138069034517031e+01 2.945788710072405614e+00 1.504800672614518664e+00
2.451225612806403120e+01 3.013285148541529512e+00 1.613678711377292574e+00
2.626313156578288854e+01 3.069876079944924729e+00 1.728639580573476442e+00
2.801400700350174944e+01 3.115202279235544935e+00 1.850096193756570528e+00
2.976488244122061033e+01 3.149087458542392248e+00 1.978473224434668332e+00
3.151575787893946767e+01 3.171542582628964269e+00 2.114196064086709015e+00
3.326663331665832857e+01 3.182765343267389913e+00 2.257678622239797761e+00
3.501750875437718946e+01 3.183134772246944522e+00 2.409310554851213926e+00
3.676838419209604325e+01 3.173201143568301408e+00 2.569444630088569603e+00
3.851925962981490414e+01 3.153671481404775268e+00 2.738385040346191346e+00
4.027013506753376504e+01 3.125391144270244226e+00 2.916377536954739558e+00
4.202101050525262593e+01 3.089322090699762935e+00 3.103602291150461934e+00
4.377188594297148683e+01 3.046518541713224337e+00 3.300170364287340785e+00
4.552276138069034062e+01 2.998100835707677270e+00 3.506124596576658536e+00
4.727363681840920151e+01 2.945228318988112992e+00 3.721445593682568109e+00
